hour_of_day,month,temperature_c,radiation_w_m2,kwh_generated
12,6,23.483534728578334,1257.5384360858193,11.990795772424404
13,6,25.49094442186742,1207.0493096040097,10.832783168671073
14,6,24.45696433325858,1080.27115134991,10.738159421887199
15,6,23.365575235859897,948.5418174568163,8.506717041388475
16,6,22.214723422366582,855.9473382753805,8.293921155044162
17,6,23.433876135518766,517.2042287949682,4.406146011649752
18,6,20.850093087114608,296.73123251936124,2.737650878114501
19,6,23.81596705755196,1.5808454668695168e-13,1.3659202971888301e-15
20,6,20.768325749585134,0.0,0.0
21,6,17.276679716333362,0.0,0.0
22,6,17.971533629575823,0.0,0.0
23,6,11.13467182358727,0.0,0.0
0,6,13.004242070938593,0.0,0.0
1,6,10.508398960232743,0.0,0.0
2,6,11.771399949821053,0.0,0.0
3,6,10.670339221474078,0.0,0.0
4,6,13.471164269375462,0.0,0.0
5,6,9.518183591758858,0.0,0.0
6,6,14.308146329465465,257.0464916477766,2.453919986563284
7,6,14.65398114926909,536.087297771191,4.6831966965336775
8,6,19.519342647481853,774.5317343364092,7.589610702897499
9,6,21.225895106991644,983.4846271674628,9.283684207308013
10,6,22.03961375112533,1022.537546002466,10.154429830703418
11,6,27.112572861445702,1246.1001324493775,11.669138906517887
12,6,25.92479265683643,1252.7253489820432,12.260623648908972
13,6,25.669161834779043,1200.651443101742,11.502399124270037
14,6,24.468605329765385,1056.1390405148927,10.180947767592338
15,6,23.369035347869932,900.1637854231777,7.667912992143552
16,6,25.143542586640528,709.6345560258147,6.552680978986665
17,6,23.609369582714265,559.6803787260113,4.7768821623042435
18,6,22.691025244194446,291.3422010445795,2.8865536979422237
19,6,20.05405158553866,1.6136081386255728e-13,1.4999639154288632e-15
20,6,16.413237544387023,0.0,0.0
21,6,15.507454510584527,0.0,0.0
22,6,13.640452515344165,0.0,0.0
23,6,12.31747652579353,0.0,0.0
0,6,11.699185294560861,0.0,0.0
1,6,11.848060334182424,0.0,0.0
2,6,9.950184188260579,0.0,0.0
3,6,13.010198783996158,0.0,0.0
4,6,10.573389470640814,0.0,0.0
5,6,14.127641217608893,0.0,0.0
6,6,14.600794662336165,274.170452399297,2.626393368206272
7,6,17.004462181773945,512.0418594950478,4.650026629438945
8,6,17.766943636904852,736.3321617145817,6.564332568812888
9,6,17.787371547489492,1047.6366126049734,9.36115678712128
10,6,18.871077560378453,1157.152550196784,10.828147401646516
11,6,22.197400040639046,1286.7039787331132,11.256517297722548
12,6,25.423130502832365,1177.1608410015428,10.506785571782542
13,6,28.87986886965446,1292.522964730251,12.625031912374446
14,6,26.78197695160423,1126.3165694359425,10.676618512060928
15,6,24.68712397369682,1007.3265820255781,9.94517542690377
16,6,25.744087688382805,797.2739961334021,7.757357062366327
17,6,23.74198730965847,553.2002547652335,5.367570950032674
18,6,22.596602382083045,284.07550970644814,2.481593775454174
19,6,20.042121578164437,1.4410557148432803e-13,1.2385780873289397e-15
20,6,20.905981958116797,0.0,0.0
21,6,17.096428170908744,0.0,0.0
22,6,13.54414793134246,0.0,0.0
23,6,13.58941458202973,0.0,0.0
0,6,10.676975209618128,0.0,0.0
1,6,12.776646913769289,0.0,0.0
2,6,11.211495051326962,0.0,0.0
3,6,9.42651867508044,0.0,0.0
4,6,11.903074396333588,0.0,0.0
5,6,14.044645191556947,0.0,0.0
6,6,13.86851235992179,268.4012087100467,2.370737233010183
7,6,14.204837005361657,535.7550302851615,5.249738505761558
8,6,18.679194236969,864.2560989027793,7.860425067305316
9,6,19.327876460364887,906.8482911404758,7.98178732228447
10,6,22.56626788314839,1053.163289714866,9.445821131842814
11,6,22.460434530688925,1100.1126879088918,10.081863782830295
12,6,23.007877670980953,1259.189122501806,12.151801349442165
13,6,23.781893163758994,1329.6256872799247,12.53756088153903
14,6,24.992327244441025,1175.1694926252326,10.674736312514474
15,6,25.08567264303326,963.5834278948884,8.557766376064928
16,6,27.274404897073026,850.282008381615,8.142722991750752
17,6,23.63372577938506,584.2722611824381,5.0191282689521115
18,6,22.497494623653665,311.27928028848174,2.8469307204343206
19,6,21.32691460380306,1.4547854834700574e-13,1.386167508466052e-15
20,6,16.687013625027596,0.0,0.0
21,6,15.954232163338501,0.0,0.0
22,6,15.742802416169503,0.0,0.0
23,6,10.426498912039158,0.0,0.0
0,6,16.36973952133097,0.0,0.0
1,6,11.330242773670607,0.0,0.0
2,6,10.783018002997862,0.0,0.0
3,6,11.65129222963932,0.0,0.0
4,6,12.089662697712901,0.0,0.0
5,6,15.53313631794874,0.0,0.0
6,6,15.213327451320213,298.42237108805824,2.9700691817175793
7,6,15.363535350264986,561.11588763221,5.6083451546766145
8,6,17.659861529341015,755.4749791320539,6.960706001515281
9,6,17.76516591328405,1009.7714248195344,9.876013187411257
10,6,22.065509757806897,1205.6704999642561,11.107353199670781
11,6,23.73291275249339,1316.9243435680373,12.678201679924113
12,6,29.09873763150793,1231.9524572288599,11.251592235900839
13,6,26.97407959308207,1278.0360053094369,11.857607087624062
14,6,21.390717316284437,1020.9479481399231,9.120461791020004
15,6,24.22943926480232,989.6693199318842,9.244103504924437
16,6,26.36233782818105,782.0226357282017,7.081667006775168
17,6,23.22800158686535,527.185224054797,4.914216764778506
18,6,23.867366802594063,286.538224545798,2.6140646288871356
19,6,20.344378975856127,1.4536071463807663e-13,1.3535440236726253e-15
20,6,19.12926609259064,0.0,0.0
21,6,16.99983004810904,0.0,0.0
22,6,17.61886816224036,0.0,0.0
23,6,14.76909597705519,0.0,0.0
0,6,13.694000340209163,0.0,0.0
1,6,10.366646022745675,0.0,0.0
2,6,11.70999716610918,0.0,0.0
3,6,12.185319195915355,0.0,0.0
4,6,13.844573468008807,0.0,0.0
5,6,13.641296658115111,0.0,0.0
6,6,14.774327169523168,306.1003270523707,2.749612248152288
7,6,14.300234988004984,489.28610330273574,4.259199738427929
8,6,17.862108878366563,748.8553173839947,7.429367774374972
9,6,21.637358153750085,901.1475784471797,8.779729192952187
10,6,22.052184723936424,1189.708342707588,10.308004501219967
11,6,23.094720446881773,1166.3093366768896,9.95937226304152
12,6,25.680335781101146,1126.4855693518166,9.558417978920312
13,6,25.28679021841843,1351.4769568878723,12.854048698754816
14,6,25.253524543196324,1175.8881504218277,10.84286900832788
15,6,25.168323345782092,1072.4612678676174,9.98410144097242
16,6,25.036056399576598,766.0027820002558,7.039590228372556
17,6,24.938814419848633,511.6989081816231,4.505954913686028
18,6,21.073096186552657,281.897924378087,2.61503282460448
19,6,20.461763467902486,1.4212771822309884e-13,1.224667952967583e-15
20,6,17.209976989758474,0.0,0.0
21,6,15.258866622528341,0.0,0.0
22,6,13.607034448482823,0.0,0.0
23,6,15.292512280763134,0.0,0.0
0,6,12.416733220762408,0.0,0.0
1,6,12.184905870030152,0.0,0.0
2,6,11.482219311024737,0.0,0.0
3,6,11.246598299538714,0.0,0.0
4,6,14.367481407181295,0.0,0.0
5,6,13.288707791100832,0.0,0.0
6,6,16.004624022374145,302.5148041823657,2.737222849098787
7,6,16.75556685967519,504.71288929760124,4.955488488711125
8,6,17.385439275494658,718.9670266588957,6.639933968022761
9,6,19.57627040665169,1019.2313137004276,8.93999980400346
10,6,24.40026505542882,1128.304516986791,10.552948740648961
11,6,21.8642218050387,1246.7647336980397,11.689439762809462
12,6,26.43235547782378,1353.9876039337182,12.76891757831928
13,6,24.865015991334825,1216.7414423533576,10.363650346168155
14,6,25.81750323991673,1169.3310794442223,11.561021794734192
15,6,24.027997448923433,1029.5682543117002,9.370045087237171
16,6,22.649546776726396,828.8852908580427,7.736642157285439
17,6,23.233828353516877,538.2874516162688,4.768759640132187
18,6,22.572907930328757,307.4164137879062,2.7165171076373773
19,6,18.14152326610841,1.5689411292051666e-13,1.4623132684439033e-15
20,6,18.377839000328784,0.0,0.0
21,6,17.205561679493627,0.0,0.0
22,6,14.29163835462716,0.0,0.0
23,6,11.400319256887235,0.0,0.0
0,6,11.414068113117823,0.0,0.0
1,6,10.427686243389394,0.0,0.0
2,6,11.911767794692857,0.0,0.0
3,6,11.38173186488843,0.0,0.0
4,6,13.09153199481023,0.0,0.0
5,6,13.154966692265033,0.0,0.0
6,6,17.019341363655315,262.64970842419893,2.3448585570363467
7,6,19.265565792488175,607.0624271100836,5.882475716773566
8,6,18.170120366384527,853.3308403514849,7.652825818106406
9,6,19.10813126653497,904.1513655635495,8.40170670709963
10,6,22.85475359615695,1185.9701814758264,10.8717743536189
11,6,20.561965081868365,1343.7068088500992,12.985235130166831
12,6,24.589996480429285,1233.9150531024352,10.59089475346022
13,6,26.75932042803696,1148.943655038474,10.181293309931304
14,6,26.781245300135648,1124.692985540133,10.145252650818898
15,6,28.10766626746751,975.9956777305838,9.333097730394165
16,6,25.350159500697135,744.0775027417078,7.111309605270205
17,6,24.696003434276562,549.1386592450217,5.281891763747316
18,6,21.076736649154782,271.41284135842267,2.35773866606874
19,6,17.81906338837232,1.4993807191229074e-13,1.3212164489849707e-15
20,6,19.580266146380936,0.0,0.0
21,6,16.29508193777925,0.0,0.0
22,6,12.494048652572484,0.0,0.0
23,6,13.672102325011513,0.0,0.0
0,6,12.309528443448711,0.0,0.0
1,6,12.226605513819601,0.0,0.0
2,6,6.304598611614624,0.0,0.0
3,6,11.85586014446621,0.0,0.0
4,6,11.363462777687339,0.0,0.0
5,6,14.757367650881038,0.0,0.0
6,6,16.401410187201897,282.63694102848797,2.457709564875115
7,6,15.865435139659098,508.3997955238169,5.004978231453839
8,6,19.384858708935866,800.387839903157,7.49060691323461
9,6,18.720029654474516,1076.9256468030271,10.445852847019811
10,6,20.91300134785351,1016.0943032070459,9.15511667941595
11,6,22.27408302252762,1231.035033865809,10.789692524711828
12,6,24.828590893640968,1329.821474655055,12.70142336646439
13,6,24.395209009100242,1136.14329440222,11.253168754583113
14,6,27.71944506991382,1141.9317667017126,9.874844775916896
15,6,24.941277874995684,1006.0057448505482,9.947357203270915
16,6,23.637139285452143,836.7808273654817,7.7389462704011365
17,6,25.002482770338926,601.5375090762393,5.312832859215758
18,6,24.930239751444503,276.52570461530297,2.651103533133434
19,6,20.673212850014703,1.6718005325434883e-13,1.4866062325178484e-15
20,6,16.174525150608122,0.0,0.0
21,6,16.7007014652831,0.0,0.0
22,6,14.591418785701887,0.0,0.0
23,6,14.359591853958078,0.0,0.0
0,6,12.718104800585097,0.0,0.0
1,6,10.625872503237137,0.0,0.0
2,6,9.759517371744431,0.0,0.0
3,6,12.226683686439726,0.0,0.0
4,6,13.95860884889656,0.0,0.0
5,6,13.774205468786189,0.0,0.0
6,6,17.38557109077963,269.5338215802304,2.582741172330022
7,6,16.300041366574508,515.0959399251934,4.845055015254912
8,6,20.299514411836157,793.3522515632578,7.7651237032059415
9,6,19.61648390159212,959.1446173646773,9.425718925288042
10,6,20.482756553124396,1111.7175096970775,10.518804356128998
11,6,24.522918974492935,1199.490814509395,10.729810617880378
12,6,26.98914620023746,1321.3974733647178,12.729938181562083
13,6,24.61597021036416,1220.9000704118366,11.47556025337169
14,6,29.050635707017424,1118.6111691617978,10.553638112039556
15,6,26.22134576968198,1053.9456467597304,9.347800384405614
16,6,24.4757962026199,864.887724557097,7.643126621354549
17,6,25.95890550566046,599.1470876578765,5.485666828058784
18,6,23.942070967686494,304.3977351921947,2.9424788654734564
19,6,21.02756898299274,1.4939725363224595e-13,1.4307005481422612e-15
20,6,19.836905252151322,0.0,0.0
21,6,15.546765395032391,0.0,0.0
22,6,14.618668204690017,0.0,0.0
23,6,11.876228634295794,0.0,0.0
0,6,11.251278128282546,0.0,0.0
1,6,14.204415670834914,0.0,0.0
2,6,11.487044324367046,0.0,0.0
3,6,10.145683513875746,0.0,0.0
4,6,12.276639165507543,0.0,0.0
5,6,14.638883232272157,0.0,0.0
6,6,16.191916047910276,255.26957119787744,2.532357215989104
7,6,15.503399856817758,496.9826975825915,4.694248608471141
8,6,18.459994946930784,712.7184838505028,6.535231763526341
9,6,18.15154752109634,1069.1908920961766,9.941065595294168
10,6,22.00631103845568,1055.96847351118,9.255128636190559
11,6,25.861181740604824,1361.1416376305071,12.09799488114711
12,6,21.53213729312125,1291.3003083562041,11.836226267201171
13,6,24.611787538533402,1323.7495349522205,11.962243290639659
14,6,26.218030638294884,1152.6626356933475,10.275064899466875
15,6,25.51889791440596,906.8413989882537,8.822295342781025
16,6,27.383308660704856,774.0570310101776,7.166602792413388
17,6,23.237240989912397,583.3539183665108,5.2240385917805305
18,6,22.700243615277394,263.85129181229314,2.28125895076029
19,6,22.677489752169727,1.5970776348301366e-13,1.5206375276746964e-15
20,6,19.634050548468046,0.0,0.0
21,6,16.60247456924503,0.0,0.0
22,6,13.687166393513738,0.0,0.0
23,6,12.348030066557826,0.0,0.0
0,6,11.140024404490509,0.0,0.0
1,6,11.565942231343369,0.0,0.0
2,6,10.612079213253363,0.0,0.0
3,6,13.227819340323752,0.0,0.0
4,6,13.652069224697943,0.0,0.0
5,6,15.390079307339743,0.0,0.0
6,6,16.523281763817195,284.42346525020355,2.663512267584047
7,6,15.42145062726678,588.33967388552,5.7345644023625235
8,6,16.130185868237692,847.3552041513358,8.243273147978297
9,6,21.36196908492781,884.7056822688301,7.637042583139545
10,6,20.553396223898446,1195.6679682066795,10.74305599290963
11,6,24.97792465351986,1093.3211284385484,10.268953462241845
12,6,25.682062736864857,1393.4616196176312,12.474475281054316
13,6,22.412515955472628,1301.0023304947424,11.418835025948566
14,6,25.169664660096696,1015.6290028679308,9.124991611528447
15,6,23.6660562618539,981.922870542819,8.65816252689176
16,6,24.810465817362896,788.5554604923846,7.1317466422681814
17,6,26.25157432492302,509.24175096232,4.686781957569204
18,6,22.320078561887303,309.4319941582484,2.9440493431949903
19,6,19.778479251630788,1.4326649193017423e-13,1.3979270055045952e-15
20,6,18.847426416433446,0.0,0.0
21,6,15.28385528172439,0.0,0.0
22,6,14.366761219053675,0.0,0.0
23,6,14.841475634927901,0.0,0.0
0,6,11.625361666101886,0.0,0.0
1,6,11.750764045747907,0.0,0.0
2,6,12.189206797588172,0.0,0.0
3,6,12.683492422339775,0.0,0.0
4,6,11.670726889271338,0.0,0.0
5,6,15.347607119778983,0.0,0.0
6,6,16.33781728044301,308.1244007293451,2.881361786812448
7,6,16.479914155534164,564.020361898049,5.146584369606614
8,6,20.266969829924726,842.1968629129375,7.694155409172793
9,6,16.57149169792974,934.4698164231637,7.96849284204705
10,6,20.591531754744942,1249.5774157893377,12.232952155390166
11,6,25.97105013069606,1166.8142062774593,11.018546165994332
12,6,26.24568757582912,1343.1009692433672,12.5224021789104
13,6,26.143231950745,1201.2997041341428,11.146768775374568
14,6,24.37281259650432,1085.1576719101522,9.613477739602505
15,6,24.72732475993571,934.7428448797746,8.311669960212937
16,6,24.68384268166094,706.0320803441789,6.905680199255306
17,6,24.407428110652134,491.30120183231884,4.570061599065473
18,6,22.631396947303497,291.53207844947855,2.5645547242507116
19,6,18.872674799603864,1.4245708179202513e-13,1.4242460308341064e-15
20,6,18.173337802176068,0.0,0.0
21,6,16.25278516945602,0.0,0.0
22,6,12.182816124773352,0.0,0.0
23,6,11.706438372062086,0.0,0.0
0,7,11.983081354368423,0.0,0.0
1,7,13.393399170135165,0.0,0.0
2,7,9.519018037800091,0.0,0.0
3,7,12.75855565015109,0.0,0.0
4,7,13.294208706503772,0.0,0.0
5,7,15.370406356423814,0.0,0.0
6,7,16.194292148237416,272.18033896003783,2.342519176156621
7,7,18.42737786073447,509.17977781901885,4.697266012280098
8,7,21.587899511470667,736.758231482523,6.7635311652150065
9,7,21.08920284123315,876.8806290872577,8.129434177525644
10,7,26.47635032686824,1123.7658483473883,10.844252793242502
11,7,27.035966882140293,1182.7464872735607,10.296335783519575
12,7,27.176843233443417,1314.5561393929486,13.00713360793806
13,7,28.367436070651916,1091.153045546423,10.574553646324333
14,7,28.00777423856664,1103.7028421543032,10.674533407383299
15,7,27.647250457869365,977.1363529512524,9.199482655298672
16,7,26.9232069977199,801.0440733173765,6.809659780208727
17,7,27.23359951757744,557.5151715399523,5.123409281580958
18,7,24.11338899431752,267.7165675195437,2.35935662910076
19,7,22.781446122826175,1.4847815977320082e-13,1.4538457516876949e-15
20,7,20.491178245349094,0.0,0.0
21,7,18.934175293274684,0.0,0.0
22,7,17.794070789523623,0.0,0.0
23,7,15.532602384848897,0.0,0.0
0,7,13.084884973141026,0.0,0.0
1,7,14.868613229075255,0.0,0.0
2,7,15.36497967470386,0.0,0.0
3,7,12.879667715097673,0.0,0.0
4,7,11.913226218977515,0.0,0.0
5,7,15.192253337512955,0.0,0.0
6,7,14.605980261163031,293.53179824687595,2.606637584688622
7,7,17.263999985343304,512.3444770569503,4.395707830756179
8,7,21.81133407812922,705.023763870309,6.481498858782215
9,7,23.178420340031103,932.0335253952724,8.39522936859072
10,7,23.656768638450643,1098.4301303496172,10.956720863736368
11,7,25.636456258951302,1268.8392086646347,11.78882924278888
12,7,26.07984020897659,1243.304440370689,12.34221205513259
13,7,28.204451511734852,1194.8468642146336,10.34167154821522
14,7,29.0292495615788,1162.6664549108357,11.219152838855647
15,7,25.875880352558646,1017.9232887081274,9.617037436179707
16,7,26.795923056445613,812.0981881356427,7.943379048331797
17,7,23.000731313295734,510.4085312920833,4.755631182926151
18,7,23.345683496400703,240.65158895710746,2.069009981630222
19,7,23.34591192752619,1.6436339530287916e-13,1.4469788887596126e-15
20,7,19.10917461340275,0.0,0.0
21,7,18.805776493626887,0.0,0.0
22,7,17.47062293054021,0.0,0.0
23,7,15.659977210861237,0.0,0.0
0,7,14.770320484884147,0.0,0.0
1,7,14.50575562849716,0.0,0.0
2,7,11.571574719815617,0.0,0.0
3,7,11.077868242676121,0.0,0.0
4,7,11.947415637963847,0.0,0.0
5,7,15.355152487008551,0.0,0.0
6,7,16.283125528273626,260.7811574404442,2.3739966475313574
7,7,15.87046376565809,473.192857560919,4.424898534727989
8,7,19.54775304482275,805.6248368318392,8.01205492519002
9,7,19.65191015391762,977.4306993341226,8.87953195139858
10,7,25.317516816857534,1205.084885637649,11.91620785809871
11,7,25.039386122265963,1269.5392491086848,10.88048479819566
12,7,25.403709306443822,1246.1427484326657,12.248256549046365
13,7,29.075460430830802,1257.4038176994304,11.362384838285802
14,7,25.087285097355156,1025.4742683256582,8.88440889029249
15,7,28.837067067563474,1040.6607619984084,9.716010148027557
16,7,23.386393003037863,824.9869864187256,7.917039552883472
17,7,22.959534989977275,525.2787848219391,5.00090264317773
18,7,24.370170330551055,243.5540817493857,2.2417380316594007
19,7,21.214825516230523,1.4069338301985123e-13,1.2297763193866418e-15
20,7,20.2740860244627,0.0,0.0
21,7,19.854675039169454,0.0,0.0
22,7,17.34198436421895,0.0,0.0
23,7,16.836663795569375,0.0,0.0
0,7,15.34516990779297,0.0,0.0
1,7,14.608168429192949,0.0,0.0
2,7,14.025455465266841,0.0,0.0
3,7,12.830982450957903,0.0,0.0
4,7,14.09416186670886,0.0,0.0
5,7,15.519424210497023,0.0,0.0
6,7,15.191975178476527,262.14767034242095,2.410767350195536
7,7,18.99537159623597,544.6630074615803,5.446258524719369
8,7,18.986902405074943,672.6615842766485,5.907529045817861
9,7,22.421694282076768,876.0818233892513,7.531927828544739
10,7,24.509912976974977,1101.1392053815055,10.128738834440028
11,7,28.063453786398536,1161.489201642617,11.225436964855824
12,7,25.32672506896529,1209.2476989527902,11.858145128652941
13,7,26.564141171915722,1304.5572229038007,12.801899729090836
14,7,27.784355273467114,1211.0517874327227,10.249324599981872
15,7,26.838865605976764,893.6673806652241,7.974044540655818
16,7,26.736482552528276,706.3367830512327,6.00437339680253
17,7,24.58058612944642,505.17517217557435,4.862779441288447
18,7,22.736606411097306,242.91271444517142,2.070132686597478
19,7,23.347597538235785,1.5353052199215998e-13,1.5019514573651651e-15
20,7,20.791085109157176,0.0,0.0
21,7,17.724552109246893,0.0,0.0
22,7,17.598765645293554,0.0,0.0
23,7,12.476589445138302,0.0,0.0
0,7,13.02899192516445,0.0,0.0
1,7,15.55834385859799,0.0,0.0
2,7,14.041142712260974,0.0,0.0
3,7,13.844295505394914,0.0,0.0
4,7,14.294369033262155,0.0,0.0
5,7,16.85544484768455,0.0,0.0
6,7,14.942213316338112,269.85937423848367,2.540928536120277
7,7,18.17030211963719,582.5799090060083,5.207515773038375
8,7,19.535985683909388,742.5341190745339,7.104721387562236
9,7,21.568252530906886,1036.612245253828,9.657389067261837
10,7,23.167149559732856,1079.4507888451135,10.578178772397115
11,7,25.855820522151923,1183.8985173325361,10.530062027168096
12,7,29.938198887379365,1078.094450912624,9.921582439875017
13,7,27.662800100855158,1083.8437771456815,10.045868573780313
14,7,26.78650900549703,1134.9624827186544,10.738698913061372
15,7,26.278341584603748,978.5071370373078,9.646669179842263
16,7,26.050692705041293,782.0044959652448,7.767934709451607
17,7,27.590799556348173,581.414643807594,5.579251316975091
18,7,20.701627059682302,261.6675834712741,2.3185317084970913
19,7,20.673065877128334,1.526709576622761e-13,1.3172738024917885e-15
20,7,18.382074029503883,0.0,0.0
21,7,17.676680369702638,0.0,0.0
22,7,16.23008349096135,0.0,0.0
23,7,16.733717223664815,0.0,0.0
0,7,15.212592385304898,0.0,0.0
1,7,12.721984309878563,0.0,0.0
2,7,9.906991217213358,0.0,0.0
3,7,12.71654159488931,0.0,0.0
4,7,13.620492283011771,0.0,0.0
5,7,15.752953179290962,0.0,0.0
6,7,15.50055856672976,265.2211326648584,2.361681883042574
7,7,20.062150342140065,504.50180845406555,4.722361688852306
8,7,23.263649466064134,723.9798132469626,6.895550707561679
9,7,18.63522843318206,1022.6053886943222,9.296897883910914
10,7,22.408659704395134,1075.576464153991,10.558042746398558
11,7,23.823191487534714,1132.0304065611085,10.772638501336523
12,7,24.78782385506772,1085.2756679621293,10.090054111126696
13,7,27.158201225808146,1157.6111931061569,9.854348063233887
14,7,26.729221958297543,1187.071056040906,10.58926198717894
15,7,27.502587107495287,931.6105718308453,8.99406040779533
16,7,26.92214228606189,691.8213267596591,6.065719975932042
17,7,28.19884849421146,512.5013215996837,4.627968534496135
18,7,23.679617283303003,250.07950207553844,2.128052335165947
19,7,22.26933393219719,1.3739215511735492e-13,1.196398005103013e-15
20,7,20.77625779163976,0.0,0.0
21,7,17.484431805569194,0.0,0.0
22,7,15.462525426089847,0.0,0.0
23,7,15.678937206967964,0.0,0.0
0,7,12.630748110552753,0.0,0.0
1,7,13.211675155047129,0.0,0.0
2,7,11.20757453109856,0.0,0.0
3,7,11.701594674133617,0.0,0.0
4,7,16.02464074562673,0.0,0.0
5,7,16.698963306186286,0.0,0.0
6,7,17.486551820929172,254.22074673823099,2.3848018392205437
7,7,19.503428282606425,532.2595234381805,5.139520183971941
8,7,21.221463640258172,773.448976193279,7.475743042415607
9,7,23.259981189927856,968.5380076187811,8.52216920344949
10,7,23.629081192441326,1029.8267391316092,9.668135460676814
11,7,22.786305050121182,1242.4982589023678,11.944282393681664
12,7,24.540339859841307,1297.925230971541,12.621620015653377
13,7,27.738099775183773,1091.723899233066,9.355565541519786
14,7,27.762704767820228,1176.4211806370681,11.11546983105408
15,7,24.204182099857327,863.3180330273866,7.553693098356354
16,7,27.876505103494402,685.2192224226422,5.793594915005194
17,7,25.684987450154715,559.4136436283145,5.422980187475546
18,7,23.233531013006687,261.07170415668344,2.387289224565582
19,7,22.517339400204136,1.6210173978635973e-13,1.5806984463640507e-15
20,7,21.11120010720193,0.0,0.0
21,7,17.76243767833047,0.0,0.0
22,7,15.695180744084396,0.0,0.0
23,7,14.407929661991558,0.0,0.0
0,7,16.24525056052017,0.0,0.0
1,7,14.278253140967216,0.0,0.0
2,7,12.8058855960083,0.0,0.0
3,7,12.789528236643028,0.0,0.0
4,7,10.649889489494043,0.0,0.0
5,7,16.96555021832231,0.0,0.0
6,7,14.088251304791603,278.8289339311676,2.562277910055722
7,7,19.826368979843334,510.56789669687004,4.993381481744203
8,7,18.11943431255163,835.1382401433676,7.688005891187411
9,7,23.299632048953633,942.896595946834,8.87196307180805
10,7,23.105307116007832,1092.731048768116,9.71950600561613
11,7,23.68469471130347,1058.8546762836686,9.607148972539395
12,7,25.605669830803688,1225.5028381871145,12.067565940239652
13,7,26.09804549366859,1248.1661700963452,11.100853927251256
14,7,25.149160975815448,1171.077718972279,9.990744241970473
15,7,25.56223906794264,903.6696369834951,8.965858795817443
16,7,27.932505444047706,716.6756076910168,6.697696805079286
17,7,26.998009951325116,481.12393544878915,4.474319370214855
18,7,24.31117427777271,286.1247748526283,2.6525247340488285
19,7,23.284304097338037,1.467421368348533e-13,1.3604569491405408e-15
20,7,20.01481789328048,0.0,0.0
21,7,19.67868970340358,0.0,0.0
22,7,16.699926190548357,0.0,0.0
23,7,13.852351691425365,0.0,0.0
0,7,14.086188847151204,0.0,0.0
1,7,13.583299734002805,0.0,0.0
2,7,12.445331656242308,0.0,0.0
3,7,12.745805517392762,0.0,0.0
4,7,12.498960312175893,0.0,0.0
5,7,17.615721736245664,0.0,0.0
6,7,16.449677937950486,292.05423637145117,2.732024797998691
7,7,20.377532938038975,564.94846974327,4.935658645135213
8,7,18.480077351728763,823.6096466662827,7.792958498503209
9,7,23.004870334592887,959.1488638016338,8.733701644302453
10,7,22.187463441458277,1001.1881586784507,8.586433576172375
11,7,25.061966840412474,1181.7119983836449,11.497576675509675
12,7,28.150219593561523,1231.831090206208,11.613755829104882
13,7,25.9422858051996,1312.364415904189,11.559112080925368
14,7,26.559937220143453,1055.0801808770025,9.261393159424951
15,7,24.223557342973525,970.1698640282366,9.337249660875727
16,7,24.3633366834656,816.2257593304518,6.966648622242205
17,7,24.668924379209113,565.7621450553111,5.389672787314128
18,7,24.321089796874567,248.7285693824504,2.2657265202348134
19,7,20.29370134026363,1.5016349205448827e-13,1.3098558481102175e-15
20,7,23.01806874954208,0.0,0.0
21,7,18.452865303061433,0.0,0.0
22,7,13.799075500342623,0.0,0.0
23,7,13.415940882865126,0.0,0.0
0,7,12.981752791584556,0.0,0.0
1,7,11.401398268250372,0.0,0.0
2,7,12.156981480762362,0.0,0.0
3,7,14.210255333994803,0.0,0.0
4,7,12.723261193551506,0.0,0.0
5,7,16.058256811801037,0.0,0.0
6,7,16.713539921268698,271.04252230105527,2.3071859241356996
7,7,17.53959278317237,553.1085494674892,4.787301534598685
8,7,20.131976966202114,727.3625105109768,7.056628669930251
9,7,25.021828944200603,1052.350812162712,10.23287729826541
10,7,24.555240980624152,979.3432786338611,8.379494779378456
11,7,23.228068275832527,1153.1400888209748,11.335867386256194
12,7,24.064850336623394,1281.7541656828344,11.599670277619945
13,7,27.07936739636579,1152.0454168487051,10.945487628372684
14,7,24.284094604979032,1142.4310474120325,10.076857674051679
15,7,26.16145106041424,1042.0962631724346,10.092540695443798
16,7,25.950470312533202,711.7385833112543,6.236320870769409
17,7,26.05553664395135,515.9464598719305,4.539544402781615
18,7,22.109550250926468,240.67211692815758,2.391571875344022
19,7,22.07114409830705,1.5243968341915622e-13,1.4779020259539202e-15
20,7,19.579509649491325,0.0,0.0
21,7,19.788580065279806,0.0,0.0
22,7,16.039951335482037,0.0,0.0
23,7,14.970767790768324,0.0,0.0
0,7,15.816312443119788,0.0,0.0
1,7,11.99483564572919,0.0,0.0
2,7,13.780103545567433,0.0,0.0
3,7,10.877821423928944,0.0,0.0
4,7,12.164975503999356,0.0,0.0
5,7,13.94810906325219,0.0,0.0
6,7,16.239283782404932,275.29544800198056,2.476760183760417
7,7,19.051789985814747,544.64250366274,4.9269560529415015
8,7,19.021462942438916,715.7842371197787,7.066528902708327
9,7,21.63504122603167,998.3835730156353,8.783623916835294
10,7,26.20383706175183,1061.0016204010699,9.338063701059646
11,7,26.146933348475233,1232.8791139165608,11.118544815164233
12,7,27.57440862183621,1318.2817590617924,12.427094983317806
13,7,25.280148483968322,1233.9317770847856,11.708345940093336
